id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
537,-2.9178761809075047,3.257871291240244,-0.1635273841418965,2.2624897359501173,0.20191977671762615,0.9757909679394375,-0.0522833538275567,0.13108189075153057,0.2912980258607627
1666,-1.3924082547892798,1.47671792267945,-2.0158832510149054,1.1963701052234972,-1.6383259818991864,-1.0877273157545315,-0.36636178139452913,0.04054330780129719,-0.358589181645636
244,1.1829382285150252,-1.2507393771579787,-1.3786774792598944,0.8477006445906993,-0.6147261996294233,-0.29573376397898044,1.014547587652994,0.32135001897872245,0.26692858050009755
90,-1.3991485183485144,-0.5908230234881086,1.4320785565666885,1.6030524474902292,0.2908967721479815,0.7271364747223241,-0.6801241068329617,-0.554476019705049,-0.08293721122395133
999,0.27758305434509933,-1.668260431426643,-1.5264412145586381,-0.33171770036775466,-0.44022491921008045,0.08609972836529832,1.5269684104112098,0.35913168276616614,0.25900476306502784
2030,0.41025853311101007,2.131302242132437,-2.2009644536671233,0.9459478556128504,-1.6057486765277609,0.25187643418893935,0.5698257357943323,-0.21605178521746182,-0.32135920016322
1284,-4.2714003556620845,-0.7798905293952024,-2.2178171574738257,-1.2035904620943068,0.977663603713733,0.6645706738824556,0.5289294660108612,-0.007983412884470284,0.013414280468859218
656,-0.12164983724552866,0.08136777673408264,-1.181118499050801,-0.013070172686067538,-1.4326818083203319,-0.6366475635626945,-0.31582878938528897,0.6276198172091558,-0.5347218540112889
1219,-3.3126650952814165,2.7074067266904582,-1.4401103780999187,-4.510044235897233,1.4874308869747261,1.0879026887584526,1.330939651495992,0.09087615308165457,-0.07318402893541427
631,0.3907278800288146,-0.005586112205645439,1.7531351027258089,0.19593846928449266,-1.2894114784167634,0.6540539493794495,0.5726936656182378,-0.4148844293123935,-0.18191467100728625
2009,-0.9533054363537441,1.7579679993337183,-0.6582671089590839,0.047530180656849046,-2.2757511984242864,-0.1488021885782927,-0.4973418906154184,0.0630160876267798,-0.21090753378422425
2090,1.0756664676583108,-2.5177383546928813,-0.8000241584978088,0.32378123098972256,-0.16804863127831476,-1.3892924166532887,0.11078368146841985,-0.43758376729937376,0.4243207901121356
752,-0.25669441037477586,-0.5999268126968405,0.3181007097546419,-0.3027756546337899,-1.4276560285697877,0.1634345610816575,0.19322711164820755,-0.2454031874729373,0.18562909442128153
22,-0.5606746072716302,-1.8191581112165804,-0.9568016097916884,-0.15025167359992653,-0.7235057440921947,-0.9089721801502776,0.2999619014657579,-0.08477205245195846,-0.10208799102646611
1777,-1.0980432775467037,-0.3367965000186221,-1.2314571903301794,-0.393309813909174,-1.2515762219674027,-0.24283769958290044,0.5140311623614291,0.11953999566568921,-0.009902477827945776
1809,1.69880978839432,-1.7048171781801198,0.2932144103960746,0.44696320783321025,-0.18267189040060353,-0.3019070847305677,1.4646467089073394,-0.07853451603086854,-0.17833127856083175
824,-0.9167173372498241,5.665932565951293,-0.2924666226188324,-0.1543182795904539,2.2072107873061326,-1.9420143135507344,0.5625464468630554,-0.2529976113488891,-0.4262282776417768
106,-2.5113919488048273,3.39343260362016,0.6672526220111362,0.08904314438292853,-1.106532179234809,0.2026013519879771,-0.8662962069517585,-0.03440475898676396,-0.060541422161687966
955,-1.9129931189527019,-1.588057609750538,0.8106673345256533,-0.6618541857533482,2.0932741009443414,-0.3181339819752908,-0.4313291251543959,-0.4981245806800537,0.5932972371629395
1279,2.193453363496036,-2.2952187037844305,-0.2873386511581572,0.20815424500070318,0.08094463449208048,-2.368266245335981,-0.9707659068530877,0.08785217245089873,-0.14326735754211964
25,-1.1014011511164428,-2.138654980359434,0.5761906120933298,-1.349996954183533,0.1064376484476101,-0.3140107854833407,0.06925053515339338,-0.12986063831852546,-0.15373512037497702
242,-2.3216937147669943,-0.005873052329156447,-0.24826674979046648,1.009072633269362,-0.7277109563088632,1.4290538240457609,0.2753324009728844,0.1434058647447062,-0.32491513602294764
