id,PC1,PC2,PC3,PC4,PC5
537,-2.9178761809075047,3.257871291240244,-0.1635273841418965,2.2624897359501173,0.20191977671762615
1666,-1.3924082547892798,1.47671792267945,-2.0158832510149054,1.1963701052234972,-1.6383259818991864
244,1.1829382285150252,-1.2507393771579787,-1.3786774792598944,0.8477006445906993,-0.6147261996294233
90,-1.3991485183485144,-0.5908230234881086,1.4320785565666885,1.6030524474902292,0.2908967721479815
999,0.27758305434509933,-1.668260431426643,-1.5264412145586381,-0.33171770036775466,-0.44022491921008045
2030,0.41025853311101007,2.131302242132437,-2.2009644536671233,0.9459478556128504,-1.6057486765277609
1284,-4.2714003556620845,-0.7798905293952024,-2.2178171574738257,-1.2035904620943068,0.977663603713733
656,-0.12164983724552866,0.08136777673408264,-1.181118499050801,-0.013070172686067538,-1.4326818083203319
1219,-3.3126650952814165,2.7074067266904582,-1.4401103780999187,-4.510044235897233,1.4874308869747261
631,0.3907278800288146,-0.005586112205645439,1.7531351027258089,0.19593846928449266,-1.2894114784167634
2009,-0.9533054363537441,1.7579679993337183,-0.6582671089590839,0.047530180656849046,-2.2757511984242864
2090,1.0756664676583108,-2.5177383546928813,-0.8000241584978088,0.32378123098972256,-0.16804863127831476
752,-0.25669441037477586,-0.5999268126968405,0.3181007097546419,-0.3027756546337899,-1.4276560285697877
22,-0.5606746072716302,-1.8191581112165804,-0.9568016097916884,-0.15025167359992653,-0.7235057440921947
1777,-1.0980432775467037,-0.3367965000186221,-1.2314571903301794,-0.393309813909174,-1.2515762219674027
1809,1.69880978839432,-1.7048171781801198,0.2932144103960746,0.44696320783321025,-0.18267189040060353
824,-0.9167173372498241,5.665932565951293,-0.2924666226188324,-0.1543182795904539,2.2072107873061326
106,-2.5113919488048273,3.39343260362016,0.6672526220111362,0.08904314438292853,-1.106532179234809
955,-1.9129931189527019,-1.588057609750538,0.8106673345256533,-0.6618541857533482,2.0932741009443414
1279,2.193453363496036,-2.2952187037844305,-0.2873386511581572,0.20815424500070318,0.08094463449208048
25,-1.1014011511164428,-2.138654980359434,0.5761906120933298,-1.349996954183533,0.1064376484476101
242,-2.3216937147669943,-0.005873052329156447,-0.24826674979046648,1.009072633269362,-0.7277109563088632
449,0.006984706937478224,2.7699851761617635,-0.10774751395454726,0.9747854984533031,1.5174957146678123
388,-0.22235216675224734,1.2735857272363273,0.054985093633066494,0.9688139622405184,-0.5300796811092954
42,-1.0581720396772483,-0.6139818505689952,-1.0242059320948527,1.470035361136463,0.23035974066106912
1370,-2.179709569969539,-0.42795880804578473,0.1886620270516916,0.5865205596866029,0.4857162705721894
217,3.2698460058814263,-0.16339540421497356,-0.6598894744634348,1.515883176799703,0.902271568494244
1734,0.36705738291241763,0.5572299690247992,-0.4149818645580621,0.7053272806619881,-1.0476492433285065
1355,-0.02248577401769962,-2.382381491055748,0.5053596710753779,0.03852884879281079,-0.2763787754387873
183,1.1417225800560686,2.0827216571588,-1.598892551596486,1.0883999270274671,-0.3700944730266337
1732,4.4594023276650185,1.3641639324217287,-0.809142454409077,-0.9004436077478569,-0.7613173344959717
1129,-1.7996202200262057,2.4013125869661915,-0.8115617936827514,-0.7016387332934395,-1.6245248237684196
34,-2.1639158393962656,-1.003323033693395,0.7921091191113302,1.2815123140550482,0.9538680465492411
345,-3.348386971963029,3.5213398533365203,0.7060336618310737,-1.139466980983356,-0.3037099256160872
1445,0.655580413127309,-2.4259308435378917,0.3046503235273995,-0.6631465888508531,0.48541546890527687
946,4.784853901137126,-0.43773257023771484,-1.1759348385274855,0.968666452060603,1.2204280009028414
725,0.6891933150675912,-2.671521068973009,-0.10519195229893197,1.9093240483733682,0.1620899097151508
1681,2.2398431420956126,0.6264060255107078,2.128710536434095,-0.9781370355298784,-0.9419438315547184
490,1.784833568594617,0.48780805668157146,-2.0169309084322617,0.12352595960028721,-0.8919427415467134
921,-0.19275168139887372,-0.27178604011034335,-1.6706650547622746,0.5590873652326954,-1.0233037099856739
298,-1.138393519474746,2.467466065839634,-1.684177710786189,2.0014561821349544,-0.2161665224414697
1034,1.5422230769069456,1.0270788036062903,2.1396524892970805,0.030244170698998592,0.21265591301764553
1015,0.7885853340156415,-0.6692344894073848,-0.114983546483131,0.4237911455178309,-0.4129278058042548
112,0.0036313275748372504,2.986194532617346,0.7855635712996497,0.28172030526706543,0.24400234559722206
1048,-0.5709552792090956,-0.9279016167252118,0.883810758605877,0.6120772898482212,-0.3343000159342945
1475,0.7900541491080061,2.7040539102178593,0.3429037707449984,-0.4641589687101748,-1.4681546574487296
1827,0.5618027433576005,-1.5152520350273688,-0.5879040039397775,1.3645472733255741,-0.6917336767536546
273,-2.261876230479216,-0.2589959723674536,-0.4841941081037084,1.220979831329729,-0.598732056237773
1646,5.5770054115202345,1.3980666265604762,-1.2416159131274866,-0.9776110442620946,-0.19454078438718084
1873,1.7323826525003865,-0.12194894268774613,-1.0615552902728054,0.532534017176084,-1.0150019182690178
1684,-0.4804109552274208,-1.4192737710842136,-0.288968754466644,-1.3745478515223362,-0.7173855638972588
293,-2.1819030020697254,-1.2102431081011986,-1.4094294947927999,-2.474647128404401,0.11212188057732242
804,-0.1982569353772335,-0.6850273696540338,0.7581731295998984,-0.41165086524520245,-1.3460609576660785
1733,0.9521093430131872,-1.3825952008703553,-1.7817393373919679,-0.43179382660340637,0.5931171528091272
327,-1.8131066313232878,-1.4372190714523447,-0.4534191280778251,2.2983037063713416,0.11545778340103845
1025,0.8041099992074054,-1.1012590074072757,-0.5107031151404183,-1.1522553266602995,-0.6264668876632631
77,4.119769937747568,1.2286507838317504,-1.276983095849051,-0.19447905934439863,0.1205596467522565
1462,-3.1038662675553206,-1.594273541336666,-1.0136148765817523,-1.9808129963037144,-0.497142248994714
1631,-2.3756032803546425,-2.667107821069618,-1.0226464193415046,0.226648733756364,0.49920669929445693
1479,-3.3531548101004676,-1.1554874819706655,-0.7633813635201501,-1.1327793905517025,1.467295295119268
1784,-1.285745206759527,-0.8492461606095226,0.46031195616958115,-1.1341768296563333,-1.2042214837328746
1449,-2.0069144080001315,-1.461240961213215,-0.9946849024235455,-1.7594329077317477,-0.8183591921489347
2185,-0.4350239741244435,1.2753504603122314,-0.5658157653355663,2.2690467154701595,0.05518672551825181
1943,-0.7067268626494839,-0.9908558902526341,-0.11604887334366237,2.51097060593165,-0.43979545710332013
1861,4.087646852655887,-0.4318888607359659,0.04547784962056107,0.23623054083837863,0.41789808811475593
1833,1.4480494698418573,0.332608712775602,1.2709138419057322,1.6522942803848084,2.9256156736397836
336,-0.8534900679853921,-0.5039375753790309,-0.03969131326191176,-0.17221082361859677,-1.5648562702315896
1068,-1.4256504768514957,-0.6339727451256872,0.10628598089636956,-0.07325703949863187,-0.8682508976972859
669,-5.126759332910372,-1.463681327561086,-0.09703335333453128,-0.6405434916949551,2.8600498237122305
522,1.016081276138679,1.983815108497162,1.206180203786601,-0.5901869419611748,-1.3828284488557938
1662,2.7240372213093607,-1.8457456622272856,0.060851885281118054,1.0766148183947246,0.1604967070848002
1602,0.9574709033362889,1.339551294375477,1.3171375270580366,-0.6606786819296916,-1.9020763026907601
1520,0.7250537454730575,1.7618441368778004,1.608584422493757,0.5822891948452557,0.36542667882387647
1500,0.3831410845987563,-0.10736303224923202,-0.8688929922528259,-0.2839468018440719,-0.9299849164505777
802,-0.280155706124013,4.9070337179729355,-2.3318630044498563,0.2902286157966388,-0.11627435758311513
275,2.9529997457724746,0.20599995501116794,-2.2431827258655894,0.2719405931856176,-0.8074007833864921
1091,-0.02172692940073771,-0.7886591048353123,-0.6233558083711452,0.06195495866619295,-0.39250452926778384
1487,4.3260015369049345,1.9117498060597842,-0.04842379693639955,-0.8154451547981042,0.05552266173145929
1259,0.47591884332451595,-2.4924978660996624,-0.19071810257653263,0.34362003945951425,0.022410139430244808
1215,-3.00324958958333,-1.5764596731297058,-0.6681725075192414,-0.9051992185424513,1.4801403295581637
343,3.901119240781814,1.6296247372747918,1.4800234174564606,-1.0722119141855662,0.8108296858357559
1625,-0.7957175382641131,-1.3352922210861993,-0.438338988777193,0.6915781831187768,1.608778384970758
2184,-1.0803974954547264,-1.1885506014988108,-0.6105581712533957,-0.6261648607427966,0.09016006797448942
1265,1.1120482646019436,-1.0043702618870542,-0.5100954946190767,1.8316273775413718,0.44205950914858766
1525,-2.2454646830402556,-0.8101687667315441,-0.0034555346772288126,-0.5817655588841879,-1.4661303389576865
1997,1.9109700370955434,1.806631693748578,1.1177132072517624,-0.6676089162122236,-0.9868479069016685
1721,0.2533090167920527,-2.2955855280619595,1.0818846347754276,-0.712093872295034,-0.3041881233168938
390,-0.8829828510975171,-0.8018051170047968,0.29246434516611336,-0.6653785062173975,-1.4144535965102902
1523,1.7311463743462892,-0.7136742648076709,-0.4101595254614529,0.47611542423104425,-0.24905748523675908
685,0.6456982436313371,0.831790662173526,1.2013377401721268,-0.02554522714195674,0.10278774276682068
1337,-1.7468899436418883,-2.614246341315507,-0.0506033309961398,-1.0264794964975033,0.8660616294599592
1704,-2.6572418571906398,-1.2185436522545303,-1.1685725982138468,-1.2507361258542051,0.49839095885170764
1280,-3.033870590297068,1.2725468766983752,0.318347575349628,-0.32558072374827923,-1.7056698159609185
2145,-2.431293985073227,4.769276785932893,1.0087618647841687,0.14793589606767155,1.1041876516110474
1437,-2.3979934785395787,-1.1482523567875307,-0.7431352790768596,-1.723763160951293,-0.18351115240920587
2004,2.668058421249778,-1.1395480581010569,-0.4677123656676968,-0.27073976319751053,-0.05638746413194034
903,1.6778519619765246,0.6693860050287762,4.440758725357853,-1.7475197010958314,1.3395910462686036
2178,-0.8297350722435057,2.061818354998863,-1.298505718965906,0.7334079690971351,-1.4860467434438183
1243,2.1697379608904073,-1.1958967512475178,0.3566704129687008,1.1333241497760962,1.4582271013494104
807,0.18334908810082956,-1.666391247915805,-0.2154071124805422,-0.3866355473767244,0.29232123456675746
698,-1.6132857824361393,-1.5181467234279924,0.25626138741088716,-1.4262311300034018,-0.7447565444641031
906,0.6865875338268165,-2.242755150860341,1.4689632563560693,0.022607578835585628,0.418067951962643
2075,-0.6701629231099229,3.4356316029407097,2.733612221276879,-0.5911162182663211,0.045280856258720935
1502,-0.16656137623928635,0.9033637559891573,-0.12472778109434142,0.3480892692586255,-1.1107991947821982
1799,1.0711574316284127,0.24918360303779571,0.08773725757674453,0.9609585655384301,-0.2652033109127449
1967,0.2661403434504586,-1.6083087912360292,-0.06456780564693379,0.9707655432579577,1.7669123507017863
454,-0.7006045885339152,-0.06354769071014574,0.24954946365427497,0.3558468491689108,-1.4394594443655315
873,1.8714988852175485,0.7472800946439425,2.1521122101989167,-0.858409379635016,-1.1978960658910285
1385,-0.46352721208904035,-0.47356309568407745,0.2767428723538333,-0.5512897029867619,-1.453703513336753
1653,-0.48055179558585387,4.881945151230527,-2.2061571713176655,-0.5053104936367441,-1.3183170866779432
418,-1.1227844984066473,-0.9782510165413287,0.516721747137008,0.615165353209848,-0.037205505779980184
1248,-1.1895292049119857,-0.009745958103502697,-1.6086384507795093,-0.8973863349659116,-0.7232731687695034
1305,-0.9636630833583245,-1.7180829639152226,-0.906963985577675,-1.0600073082195025,0.2110065687215365
1725,3.0191026929599887,0.5076764658901062,1.4209225941712615,-0.9430995387504874,-1.094223070617971
1423,-1.7947283403795187,-0.25597907768354433,0.3263746063334199,-0.5487024706346489,-1.2103299006989914
213,-0.4345306122485522,0.6988842494571353,-0.5212764105906159,1.1854641515815671,-1.3120345785151242
1539,-0.15196816400133892,-2.120500749168437,-0.5701986673850078,0.6564122771526528,-0.3020289700775077
1145,1.5111052804706417,-2.3216992373820227,-2.7623452783289824,-0.5664847356227997,0.777476527934199
