id,h_mean,v_mean,s_mean,h_std,v_std,s_std,contrast,dissimilarity,homogeneity,asm,correlation,entropy,intensity_mean,intensity_std
537,1.6647045154656395,-1.0036916593531235,1.5244420204910125,1.0177285634866047,-0.757201840377816,-1.8837296116494595,-0.9039959967187692,-1.2755095417097948,1.4774425533973785,1.7935962801192817,0.22075107115775405,-1.1736829107587425,1.6657463055263688,-1.552059771968421
1666,-0.4942493365958467,0.6992893304975606,1.4679240142329162,0.1905343595178181,0.5352702909980727,-2.0053480620450235,-0.7048922773798051,-0.5709005762113544,0.2849132304461123,-0.2958634569235585,-1.0292411112636977,-0.2079473922503053,1.2132722494664883,-1.7496381804731902
244,-0.5141226847818638,0.24025284965304716,-0.004460469961112849,1.3435292957268776,0.7205332268378979,-0.36710504157924095,0.34590069684456676,0.9197155231185417,-1.317038003530732,-0.8270855275004741,-0.3921202406237189,0.9850337578699253,-0.08508781346069558,-0.08850321439553845
90,1.6067286788004567,0.28624707292327434,0.44869042303699547,0.7986083371765997,-0.023387163006357528,0.4619185440998099,-0.8745807510544416,-1.0472449885086181,1.0372352396730244,-0.34944778724533915,1.0754086922478894,-0.11516152164482168,0.36954340004992514,0.5997941656098089
999,-0.789800691873539,0.11260714231544318,-1.123313288964137,1.2741939371861866,0.644710520639269,-0.488020558600874,-0.0675748391229928,0.5414763017715709,-1.0611007014062528,-0.7758619110802834,-0.32786894412020623,0.7112933611933775,-1.0405227888732167,-0.49819754462855087
2030,-0.5491156947854063,-0.685019656995685,1.188775976565182,0.5044883700452146,-0.7937741444996291,-1.572635883925819,-0.302664883972455,0.21627216384921352,-0.7492427937212831,-0.5144083076656112,-1.927469116820109,-0.014754096137389386,1.2866011736448286,-1.4740108561549148
1284,0.8541962994797261,0.9641424827527435,-2.152022959505422,0.8152708577948944,0.7362236179062234,-2.0756122342785104,-0.998928773790502,-1.3745860711843478,1.529788931842094,0.7060382806910809,-0.2337664605933877,-0.8131482468588059,-2.0088843860178303,-2.1933148562262543
656,-0.7151960739053325,0.19429691264750013,0.44842916305668756,-0.5666440875359146,0.7390481478078359,-0.9772525888678768,-0.2907596334276285,-0.0203459006606013,-0.24752000368659247,-0.6693596104518357,-0.47787233491764863,0.6245030494605075,0.323290048436411,-0.8855293380231274
1219,-0.9116385802618759,-1.2297488995835637,-2.695015281845357,-1.4285168899364362,-1.5578634455577813,-1.9553388810437138,-0.8496493010498537,-1.175267406006129,1.3602312188219288,2.8804243685590167,-1.5254919929218311,-2.1563936580167677,-2.3527118904115305,-1.9801881205263976
631,-0.6409182851192846,-0.8993161257317001,0.27919332890000503,0.2047320813821362,-1.0336805826677882,0.6485294315621942,-0.4950429098218094,-0.43433037970035265,0.3337709860779043,-0.5745614273665938,0.8288345429891566,0.8339594895542606,0.48551279784046086,0.7828934894443771
2009,-0.8369507101356388,-0.18356581940008163,1.1834467550648093,-0.8555744016252125,-0.684413332341074,-1.555259865139134,-0.7056266921861418,-0.663177736016086,0.49060393499516525,-0.4408125645341272,-0.1850236727586521,0.17775229528056607,0.9696032789718428,-1.3842164423300782
2090,-0.6502599982132234,1.8591873460177886,-0.2267628602173056,0.8726739362622327,1.1849443017280599,0.8197665679858,0.3665802716545735,0.7711007289067116,-1.025241645107221,-0.8096372058328052,-0.04737801449873268,1.0500219847158112,-0.5519610758686029,0.3205925356912507
752,-0.7295815518642833,0.16420464883773928,-0.08153550175277707,0.01311883804979185,-0.4577991138769034,-0.06793943991163219,-0.5756739248754066,-0.3472984479266275,0.02964635825573943,-0.6736204226202225,0.5991416563501135,0.8521730762623474,-0.13972467974543573,-0.1970049834703699
22,-0.7502076074399429,1.2584600205264622,-0.4954169244389671,0.5722826011389466,1.0931226555196563,-0.3332012329021746,-0.24097404024017263,-0.10893197407314346,-0.02985493987778966,-0.7106166596764206,0.04090689792747781,0.8837283395393623,-0.7178001301963436,-0.3874282585174644
1777,-0.8531761763739015,0.33038040278531244,-0.27277984698301916,0.27391229808456513,0.32495230336048386,-0.910417284907256,-0.7001379078440464,-0.41373800298603347,-0.032925961572871906,-0.5771131885379611,-0.17972876415908212,0.27618766757596386,-0.39403334238215143,-1.373081590640623
1809,-0.8952335335765006,-0.22927711087546787,-0.3604237628183739,1.3353858150781184,0.5461967016756766,0.892877790071909,0.7408612490102697,0.7650784300562975,-0.6543507695667636,-0.7873860383130388,0.13596916189352534,1.1357668892471935,-0.23371992983207576,1.0294123063958776
824,-0.8644983009314703,-1.058933105324409,1.5457292389290878,-0.6151688706662479,-0.5034524884765885,-0.7455913399221206,0.6725606720209566,-0.3882889336504132,1.2375121718856172,3.904266708125308,-2.21919878876573,-3.3472591030863685,1.7553458963962878,-0.6985022566050848
106,0.019762409100825967,-0.7035444517676558,1.3407475138826224,-1.1978965609693222,-1.2557412522642,-1.4440386880859621,-0.9143164574183428,-1.4948377804877762,1.8620699652642725,1.2663387740707654,0.4805552791888177,-0.9249095702364359,1.4111344504419359,-1.4756146791781373
955,0.9927823940805861,1.5510034772493912,-1.330172043663303,0.32888288654943504,0.5668968437201202,0.5884672321569024,-0.5175778483530881,-0.7228179214056696,0.8664468004139306,1.2742803403108944,0.8506224920234075,-0.6559796288829376,-1.464085235580181,0.7742431285443524
1279,-0.7746810152371887,1.9983188505117069,0.4896492756630249,-0.4519501735972199,1.8900635459134019,1.0587071756299848,1.284134938645125,1.1635214927078832,-0.9470282021057957,-0.76877787346342,-0.06280378066960128,1.113779185731965,-0.1802705823312555,1.2349956984596877
25,-0.43847347303086265,0.9584653411426025,-1.5594715287505057,-0.173430307638689,0.6779450007020806,0.4503367940847038,-0.5546078159568012,-0.622964321111708,0.5921093282664636,-0.35569900376533237,0.7862307113673543,0.39136421935269405,-1.3469103907907929,0.4083205354073748
242,1.0723227328617926,-0.5637169268336677,-0.09035158906556007,0.9665421076266667,-0.072837349682213,-1.281031694563755,-0.8863313879558287,-1.1428246992958344,1.2255713144115672,-0.39877996592517356,0.6739546480797465,0.3997311430289779,0.027495965391056948,-1.103531868553393
449,0.9402068335687566,-0.7937102089169857,1.0494003595616408,0.40184418447470904,-0.965442150653577,-0.08307631682689268,0.4370840930628964,0.2108326681133559,0.20099359450480944,1.3253227682041908,-0.8684277267815224,-1.9905952209581879,1.032879416555329,-0.31679982332170425
388,1.6004786912299656,-0.9402544030643104,0.8294105558735091,-0.6657235109411294,-0.7335103955345266,-0.644294536405312,-0.5353970707594679,-0.1697377656918398,-0.26409485449683096,-0.08325309921090752,0.30742073770770223,0.11712716742759863,0.945495060452132,-0.5961406490774074
